time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
1,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.12,-0.31,0.79,-0.61,-3.29,-0.36,0.61,0.31,24
2,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.12,-0.31,0.79,-0.60,-3.11,-0.50,0.55,2.56,24
3,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.30,0.79,-0.61,-3.18,-0.47,0.53,0.15,24
4,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,14.98,-0.30,0.78,-0.56,-3.05,-0.54,0.16,7.48,24
5,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.02,-0.32,0.80,-0.60,-3.35,-0.21,0.60,14.03,24
6,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.34,0.80,-0.61,-3.06,-0.21,0.97,15.76,24
7,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.02,-0.39,0.79,-0.56,-3.58,-0.63,0.60,17.60,24
8,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.31,0.78,-0.63,-3.14,-0.46,1.79,12.65,24
9,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.30,0.80,-0.60,-3.30,-1.93,0.76,9.09,24
10,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.28,0.79,-0.61,-2.63,1.88,0.89,17.52,24
11,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.27,0.84,-0.60,-3.46,-0.60,0.56,13.42,24
12,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.12,-0.31,0.77,-0.63,-3.24,-0.29,0.16,8.30,24
13,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.31,0.79,-0.60,-3.11,-0.47,0.44,6.41,24
14,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,15.07,-0.30,0.79,-0.60,-3.16,-0.37,0.45,1.98,24
15,18,1,0,1,0,0,0,0,0,0,0,36.96,21.31,14.98,-0.30,0.79,-0.60,-3.12,-0.42,0.60,2.15,24
