time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,3,1,1,0,0,0,0,1,0,0,0,36.47,24.69,16.67,-0.40,-0.82,-0.52,-3.09,-0.50,0.50,2.88,1428
1,3,1,1,0,0,0,0,1,0,0,0,36.47,24.69,16.67,-0.39,-0.82,-0.51,-3.07,-0.40,0.27,0.36,1428
2,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.39,-0.81,-0.52,-3.01,-0.47,0.31,3.57,1428
3,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.62,-0.40,-0.82,-0.52,-3.24,-0.59,0.57,3.61,1428
4,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.62,-0.40,-0.83,-0.52,-3.12,-0.42,0.49,0.39,1428
5,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.43,-0.84,-0.51,-3.30,0.08,0.73,5.35,1428
6,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.36,-0.81,-0.51,-2.92,-0.50,0.63,16.96,1428
7,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.62,-0.42,-0.81,-0.50,-3.11,-0.30,0.29,10.31,1428
8,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.45,-0.83,-0.51,-2.95,-1.92,0.17,14.54,1428
9,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.62,-0.45,-0.84,-0.52,-3.05,0.02,0.26,18.71,1428
10,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.72,-0.38,-0.83,-0.52,-3.39,-0.82,0.21,13.81,1428
11,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.72,-0.40,-0.80,-0.53,-3.24,-0.38,-0.22,11.08,1428
12,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.62,-0.45,-0.82,-0.53,-3.21,-1.95,0.83,16.46,1428
13,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.40,-0.82,-0.50,-3.04,0.07,0.69,11.22,1428
14,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.72,-0.35,-0.81,-0.49,-2.83,-1.02,0.66,15.34,1428
15,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.40,-0.81,-0.52,-3.03,-0.28,0.56,5.53,1428
16,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.58,-0.40,-0.82,-0.51,-3.36,-0.10,0.40,2.33,1428
17,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.39,-0.82,-0.51,-3.25,-0.63,0.39,4.77,1428
18,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.40,-0.81,-0.52,-3.25,-0.31,0.62,2.88,1428
19,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.40,-0.81,-0.51,-3.08,-0.25,0.31,3.37,1428
20,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.58,-0.40,-0.82,-0.52,-3.22,-0.23,0.34,3.77,1428
21,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.67,-0.37,-0.77,-0.51,-3.06,-0.40,0.56,11.85,1428
22,3,1,1,0,0,0,0,1,0,0,0,35.98,24.69,16.72,-0.36,-0.79,-0.49,-3.18,-0.18,0.78,16.90,1428
