time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
1,3,1,1,0,0,0,0,0,0,0,0,36.96,24.69,17.42,-0.41,-0.82,-0.52,-3.24,-0.40,0.34,0.91,333
2,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.28,-0.39,-0.82,-0.50,-3.24,-0.30,0.60,1.78,333
3,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.40,-0.82,-0.51,-3.17,-0.44,0.34,2.85,333
4,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.40,-0.82,-0.52,-3.12,-0.47,0.37,2.36,333
5,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.42,-0.80,-0.50,-3.38,-0.29,1.07,7.90,333
6,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.52,-0.37,-0.84,-0.51,-3.56,1.79,1.79,20.18,333
7,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.40,-0.77,-0.52,-3.44,-1.11,-1.84,25.27,333
8,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.33,-0.90,-0.55,-2.60,-0.86,0.85,27.16,333
9,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.37,-0.86,-0.48,-3.07,-0.24,1.33,11.51,333
10,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.52,-0.40,-0.85,-0.53,-3.27,-0.40,0.59,16.45,333
11,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.33,-0.36,-0.77,-0.49,-3.25,-0.16,1.88,15.14,333
12,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.33,-0.39,-0.84,-0.52,-2.31,-0.85,0.44,14.26,333
13,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.41,-0.90,-0.52,-3.40,-0.47,1.21,24.10,333
14,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.52,-0.38,-0.85,-0.53,-2.85,-0.44,0.76,17.01,333
15,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.40,-0.82,-0.51,-3.21,-0.69,0.46,9.76,333
16,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.40,-0.82,-0.52,-3.11,-0.41,0.53,3.23,333
17,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.40,-0.81,-0.53,-3.02,-0.53,0.49,2.34,333
18,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.41,-0.82,-0.51,-3.17,-0.37,0.47,2.82,333
19,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.39,-0.82,-0.52,-3.15,-0.61,0.43,3.04,333
20,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.33,-0.39,-0.82,-0.51,-3.28,-0.49,0.42,2.03,333
21,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.43,-0.83,-0.53,-3.43,0.17,0.26,7.47,333
22,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.42,-0.78,-0.50,-2.86,-0.83,0.85,9.22,333
23,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.41,-0.84,-0.49,-3.71,-0.79,0.47,18.68,333
24,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.38,-0.40,-0.75,-0.52,-3.34,-0.82,0.41,18.85,333
25,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.33,-0.39,-0.84,-0.53,-3.36,0.19,0.39,14.16,333
26,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.45,-0.73,-0.53,-3.34,-0.25,0.85,8.96,333
27,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.38,-0.38,-0.91,-0.48,-3.24,1.89,0.84,12.39,333
28,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.38,-0.38,-0.76,-0.51,-2.84,-1.15,0.60,3.85,333
29,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.42,-0.83,-0.54,-2.98,-0.57,0.55,9.52,333
30,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.39,-0.84,-0.49,-3.43,1.95,-1.95,11.63,333
31,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.38,-0.87,-0.50,-3.14,-0.51,0.95,13.65,333
32,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.36,-0.79,-0.49,-3.69,-0.37,1.88,12.22,333
33,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.35,-0.81,-0.49,-3.52,-0.79,1.85,15.07,333
34,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.52,-0.38,-0.85,-0.54,-3.23,-0.34,0.46,8.48,333
35,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.38,-0.42,-0.79,-0.53,-3.37,-0.44,0.52,11.86,333
36,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.40,-0.83,-0.52,-2.94,-0.93,1.10,12.19,333
37,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.40,-0.83,-0.51,-3.05,-0.16,-0.05,18.03,333
38,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.33,-0.40,-0.87,-0.51,-3.10,-0.52,0.89,10.69,333
39,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.42,-0.41,-0.87,-0.49,-3.09,-0.61,0.16,14.11,333
40,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.33,-0.42,-0.82,-0.51,-3.00,-0.60,0.29,11.00,333
41,3,1,1,0,0,0,0,0,0,0,0,36.96,25.36,17.47,-0.39,-0.82,-0.53,-3.31,-0.42,0.21,4.36,333
