time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.40,-0.81,-0.53,-3.28,-0.50,0.44,1.42,909
1,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.40,-0.82,-0.53,-3.12,-0.50,0.64,0.36,909
2,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.39,-0.81,-0.53,-3.18,-0.60,0.37,4.25,909
3,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.44,-0.86,-0.53,-2.63,-0.18,1.21,12.58,909
4,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.38,-0.86,-0.53,-2.74,-0.65,0.94,33.98,909
5,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.55,-0.81,-0.51,-3.32,0.38,0.93,23.22,909
6,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.43,-0.81,-0.55,-3.35,-0.63,0.13,15.06,909
7,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.35,-0.84,-0.52,-3.08,-0.89,0.01,14.72,909
8,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.40,-0.88,-0.53,-2.87,-0.82,0.32,15.01,909
9,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.38,-0.80,-0.54,-2.99,-1.03,0.64,9.69,909
10,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.34,-0.76,-0.56,-3.43,-1.85,0.54,21.78,909
11,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.40,-0.80,-0.53,-3.24,-0.55,0.82,14.04,909
12,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.40,-0.81,-0.52,-3.18,-0.48,0.44,12.19,909
13,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.40,-0.82,-0.53,-3.37,-0.45,0.40,2.39,909
14,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.40,-0.81,-0.53,-3.08,-0.47,0.37,2.52,909
15,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.79,-0.39,-0.81,-0.53,-3.02,-0.66,0.44,2.46,909
16,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.40,-0.81,-0.53,-3.21,-0.56,0.43,3.09,909
17,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.40,-0.80,-0.53,-3.19,-0.48,0.39,3.20,909
18,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.98,-0.36,-0.79,-0.53,-3.58,-0.43,0.21,8.92,909
19,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.39,-0.88,-0.53,-2.98,-0.52,0.77,14.98,909
20,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.33,-0.79,-0.52,-3.53,-0.76,-0.38,14.67,909
21,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.37,-0.78,-0.54,-3.35,-0.44,0.98,9.27,909
22,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.39,-0.84,-0.53,-2.89,-0.60,0.44,12.09,909
23,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.36,-0.82,-0.54,-3.37,-0.56,0.59,13.70,909
24,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.38,-0.73,-0.55,-3.47,-0.55,0.50,11.38,909
25,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.39,-0.74,-0.54,-3.42,-0.79,-0.13,22.48,909
26,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.79,-0.39,-0.83,-0.54,-3.18,-0.83,0.52,9.63,909
27,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.43,-0.82,-0.52,-2.58,-0.73,0.89,12.18,909
28,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.45,-0.75,-0.51,-3.50,-0.31,-1.92,12.72,909
29,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.41,-0.79,-0.52,-2.87,-0.64,1.21,4.17,909
30,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.43,-0.74,-0.55,-3.25,-1.12,0.43,11.29,909
31,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.38,-0.81,-0.51,-3.13,-0.52,0.44,10.98,909
32,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.38,-0.81,-0.54,-3.64,-0.43,0.54,8.83,909
33,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.84,-0.40,-0.83,-0.55,-3.27,-0.44,0.36,13.95,909
34,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.39,-0.78,-0.53,-3.34,-0.64,-1.92,12.33,909
35,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.36,-0.80,-0.52,-3.32,-0.47,0.06,18.16,909
36,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.93,-0.42,-0.83,-0.54,-3.02,-0.74,0.60,7.97,909
37,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.88,-0.40,-0.79,-0.50,-3.27,-0.15,0.36,8.62,909
38,3,1,1,0,0,0,0,0,0,0,0,35.50,26.04,18.98,-0.40,-0.81,-0.53,-3.13,-0.56,0.53,3.19,909
