time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.29,0.79,-0.63,-3.18,-0.40,0.53,1.27,37
1,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.30,0.80,-0.63,-3.15,-0.48,0.42,1.78,37
2,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.30,0.78,-0.62,-3.22,-0.76,0.46,3.09,37
3,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.26,0.77,-0.64,-3.15,-0.40,0.51,7.48,37
4,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.32,0.79,-0.66,-3.29,-1.94,0.47,14.31,37
5,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.26,0.79,-0.63,-3.66,-0.89,0.44,9.77,37
6,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.28,0.77,-0.65,-3.02,-0.79,0.31,7.38,37
7,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.31,0.78,-0.61,-3.11,-0.15,0.53,12.31,37
8,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.33,0.79,-0.64,-3.10,-1.06,0.63,22.92,37
9,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.26,0.77,-0.66,-3.20,-0.80,0.58,39.05,37
10,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.28,0.73,-0.67,-3.14,-0.60,-0.24,14.99,37
11,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.64,-0.32,0.81,-0.61,-3.41,-0.44,0.38,8.45,37
12,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.64,-0.29,0.74,-0.68,-3.05,-0.85,0.72,1.28,37
13,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.30,0.79,-0.62,-3.39,-0.63,0.50,3.14,37
14,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.30,0.79,-0.62,-3.24,-0.47,0.58,2.72,37
15,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.64,-0.30,0.79,-0.63,-3.21,-0.62,0.66,2.85,37
16,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.73,-0.30,0.79,-0.64,-3.32,-0.66,0.63,2.44,37
17,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.30,0.79,-0.62,-3.29,-0.54,0.61,3.02,37
18,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.32,0.77,-0.64,-3.72,-0.18,0.21,13.27,37
19,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.64,-0.26,0.77,-0.62,-2.67,-0.60,0.52,8.04,37
20,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.26,0.83,-0.63,-3.46,-0.45,0.58,12.96,37
21,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.28,0.83,-0.67,-3.27,-0.40,0.28,12.77,37
22,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.30,0.76,-0.65,-5.85,-0.82,0.85,15.77,37
23,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.27,0.79,-0.66,-3.13,-1.92,0.47,15.90,37
24,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.28,0.82,-0.65,-2.92,-0.40,0.51,9.87,37
25,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.32,0.74,-0.62,-2.79,1.72,0.36,16.43,37
26,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.68,-0.29,0.81,-0.62,-3.38,-0.74,0.44,10.33,37
27,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.29,0.73,-0.62,-3.27,-0.68,0.46,9.13,37
28,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.31,0.78,-0.61,-2.86,-0.66,0.60,10.08,37
29,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.29,0.77,-0.65,-3.36,-0.45,0.67,8.89,37
30,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.31,0.81,-0.63,-2.89,-0.65,0.57,10.80,37
31,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.33,0.78,-0.60,-3.52,-0.81,0.47,16.82,37
32,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.31,0.79,-0.66,-3.18,-0.44,0.14,10.06,38
33,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.54,-0.32,0.80,-0.63,-3.42,-0.64,0.68,8.00,38
34,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.59,-0.32,0.79,-0.63,-2.94,-0.85,0.79,11.55,38
35,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.32,0.81,-0.58,-3.40,-1.82,0.33,11.28,38
36,18,1,0,1,0,0,0,0,0,0,0,37.94,27.39,19.49,-0.30,0.77,-0.61,-3.12,-0.40,0.52,9.21,38
