time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.78,-0.64,-3.20,-0.37,0.67,1.64,1342
1,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.77,-0.63,-3.18,-0.51,0.50,2.14,1342
2,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.30,0.77,-0.66,-3.08,-1.81,-1.86,7.85,1342
3,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.28,0.77,-0.63,-2.73,-0.08,1.12,22.65,1342
4,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.29,0.79,-0.63,-3.44,-0.55,0.74,13.11,1342
5,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.77,-0.69,-3.63,-0.56,0.31,15.12,1342
6,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,19.07,-0.28,0.76,-0.70,-3.28,-0.12,0.21,18.57,1342
7,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.29,0.77,-0.66,-3.18,-0.56,0.05,18.63,1342
8,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.26,0.76,-0.65,-3.47,-0.62,0.28,23.00,1343
9,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.33,0.77,-0.66,-3.15,-0.35,-0.18,21.54,1343
10,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.35,0.78,-0.59,-3.05,-0.33,0.72,14.65,1343
11,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.30,0.79,-0.64,-3.34,-0.21,0.69,20.60,1343
12,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.76,-0.65,-3.21,-0.52,0.55,3.47,1343
13,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.30,0.77,-0.64,-3.21,-0.41,0.36,2.29,1343
14,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.77,-0.64,-3.20,-0.41,0.51,1.74,1343
15,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.31,0.77,-0.64,-3.05,-0.29,0.40,2.93,1343
16,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.31,0.75,-0.63,-3.24,-0.52,0.55,3.55,1343
17,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.30,0.79,-0.68,-3.07,-0.24,1.18,4.32,1343
18,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.31,0.78,-0.60,-3.60,-0.41,0.13,9.95,1343
19,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.29,0.76,-0.68,-3.31,-0.95,0.47,11.18,1343
20,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.35,0.75,-0.62,-2.95,-0.25,0.81,10.00,1343
21,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.34,0.77,-0.66,-2.38,1.95,0.73,10.93,1343
22,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.30,0.72,-0.59,-3.74,-0.51,0.53,17.88,1343
23,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.36,0.82,-0.65,-3.04,-0.47,1.02,12.96,1343
24,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.29,0.73,-0.62,-3.24,-0.70,0.53,10.70,1343
25,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.33,0.76,-0.62,-3.02,-0.51,0.88,10.23,1343
26,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.34,0.79,-0.63,-3.15,-0.74,0.30,13.13,1343
27,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.34,0.76,-0.63,-2.94,1.80,0.88,18.06,1343
28,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.29,0.76,-0.69,-3.35,-0.59,0.50,3.30,1343
29,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.30,0.73,-0.63,-4.11,-0.35,0.31,20.54,1343
30,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.32,0.78,-0.65,-2.95,-0.35,0.39,15.33,1343
31,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.31,0.74,-0.64,-3.34,-0.49,0.19,22.85,1343
32,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.35,0.74,-0.63,-3.24,-0.69,0.52,16.55,1343
33,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.29,0.77,-0.64,-3.14,-0.60,0.85,8.54,1343
34,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.31,0.77,-0.63,-3.69,-0.37,-1.95,11.48,1343
35,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.34,0.77,-0.63,-3.12,-0.56,0.72,15.15,1343
36,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.32,0.80,-0.64,-3.38,-0.32,0.69,12.20,1343
37,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.32,0.75,-0.64,-3.10,-0.38,0.31,9.91,1343
38,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.30,0.77,-0.64,-3.32,-0.36,0.46,2.24,1343
39,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.31,0.76,-0.66,-3.31,-0.40,0.44,3.15,1343
40,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.26,0.74,-0.67,-3.10,-0.43,0.54,2.48,1343
41,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.36,0.80,-0.63,-3.32,-0.70,0.63,10.51,1343
42,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.28,0.76,-0.65,-2.78,-0.49,0.58,17.19,1343
43,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.29,0.76,-0.64,-3.77,-0.28,0.08,9.65,1343
44,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.28,0.76,-0.64,-3.01,-0.64,0.11,11.55,1343
45,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.33,0.75,-0.61,-3.41,-0.41,0.29,9.66,1343
46,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.35,0.76,-0.64,-2.53,-0.25,0.96,9.74,1343
47,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.34,0.79,-0.62,-3.40,-0.45,1.04,9.65,1343
48,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.32,0.84,-0.66,-2.36,-0.16,1.23,14.51,1343
49,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.27,0.79,-0.66,-3.61,-0.48,1.00,17.30,1343
50,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.31,0.77,-0.65,-3.13,-0.53,0.87,10.98,1343
51,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.31,0.78,-0.62,-3.31,-0.21,0.68,17.79,1343
52,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.78,-0.65,-3.19,-0.63,0.87,12.35,1343
53,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.31,0.80,-0.68,-3.11,-0.37,0.76,14.78,1343
54,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.88,-0.37,0.78,-0.61,-3.30,-0.51,0.06,7.78,1343
55,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.33,0.78,-0.67,-2.66,0.16,0.79,9.63,1343
56,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.33,0.77,-0.63,-2.89,-0.34,0.80,11.21,1343
57,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.29,0.76,-0.68,-2.63,-0.56,0.22,11.71,1343
58,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.32,0.77,-0.63,-3.16,-0.30,0.29,8.19,1343
59,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.29,0.78,-0.66,-3.19,-0.66,0.47,0.64,1343
60,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.74,-0.62,-3.31,-0.09,0.54,6.89,1343
61,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.30,0.75,-0.65,-2.92,-0.55,0.73,11.45,1343
62,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.98,-0.31,0.77,-0.64,-3.21,-0.47,0.79,9.43,1343
63,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.79,-0.30,0.76,-0.63,-3.07,-0.27,0.11,12.72,1343
64,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,19.02,-0.27,0.74,-0.65,-3.48,-0.34,0.56,14.15,1343
65,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.37,0.75,-0.61,-3.13,-0.44,0.30,14.91,1343
66,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.93,-0.33,0.81,-0.62,-2.62,-0.26,1.13,6.81,1343
67,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.79,-0.36,0.75,-0.63,-3.04,-0.37,0.45,9.44,1343
68,18,1,0,1,0,0,0,0,0,0,0,36.47,26.04,18.84,-0.29,0.79,-0.65,-2.68,-0.69,0.76,10.03,1343
