time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
1,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.32,0.77,-0.64,-3.15,-0.42,0.50,2.02,4039
2,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.77,-0.63,-3.22,-0.60,0.28,2.74,4039
3,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.30,0.77,-0.63,-3.38,-0.52,0.58,2.85,4039
4,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.77,-0.63,-3.25,-0.34,0.40,2.03,4039
5,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.77,-0.66,-3.36,-1.88,0.34,9.11,4039
6,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.34,-0.38,0.75,-0.60,-3.22,-0.44,0.60,17.04,4039
7,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.44,-0.37,0.78,-0.60,-2.30,1.81,0.71,26.05,4039
8,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.21,0.73,-0.64,-3.67,-0.18,0.46,21.55,4039
9,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.32,0.79,-0.61,-3.53,-1.02,0.56,15.75,4039
10,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.32,0.74,-0.69,-3.59,-0.08,0.05,21.22,4039
11,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.34,-0.35,0.77,-0.65,-3.62,-0.55,0.15,24.83,4039
12,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.33,0.80,-0.64,-2.71,0.89,0.71,14.72,4039
13,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.29,0.79,-0.64,-2.60,0.54,0.69,14.60,4039
14,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.36,0.76,-0.64,-3.40,-0.43,0.58,14.40,4039
15,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.77,-0.63,-3.11,-0.29,0.49,3.31,4039
16,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.78,-0.62,-3.10,-0.37,0.38,2.01,4039
17,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.44,-0.31,0.75,-0.63,-3.17,-0.27,0.48,2.59,4039
18,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.34,-0.31,0.77,-0.63,-3.12,-0.55,0.46,2.13,4039
19,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.77,-0.64,-3.13,-0.46,0.51,2.45,4039
20,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.31,0.77,-0.63,-3.16,-0.35,0.42,2.39,4039
21,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.25,0.81,-0.67,-3.10,-0.41,0.75,14.87,4039
22,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.39,-0.33,0.75,-0.64,-2.79,1.81,0.27,14.39,4039
23,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.34,-0.31,0.75,-0.62,-3.18,-0.03,0.68,10.76,4039
24,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.34,-0.27,0.79,-0.63,-3.32,-0.15,0.16,9.91,4039
25,18,1,0,1,0,0,0,0,0,0,0,36.96,22.66,16.29,-0.29,0.75,-0.67,-3.03,-0.51,0.45,11.71,4039
