time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.43,-0.64,-0.74,-3.21,-0.51,0.40,0.11,12
1,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.58,-0.43,-0.64,-0.74,-3.11,-0.35,0.47,0.34,12
2,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.73,-3.15,-0.42,0.50,1.90,12
3,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.74,-3.16,-0.45,0.47,2.73,12
4,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.74,-3.26,-0.31,0.49,2.81,12
5,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.58,-0.44,-0.64,-0.76,-2.85,0.34,0.42,7.60,12
6,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.46,-0.63,-0.76,-3.07,-0.66,0.37,13.06,12
7,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.44,-0.67,-0.71,-3.21,-0.20,1.91,11.74,12
8,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.44,-0.62,-0.72,-3.15,-0.37,0.40,6.77,12
9,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.46,-0.65,-0.75,-3.21,-0.31,0.15,10.80,12
10,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.45,-0.64,-0.78,-3.29,-0.30,0.68,7.21,12
11,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.41,-0.64,-0.76,-3.26,-0.63,0.30,7.39,12
12,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.42,-0.63,-0.76,-2.99,-0.84,0.35,10.18,12
13,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.44,-0.66,-0.75,-3.00,-0.46,0.54,7.87,12
14,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.45,-0.65,-0.75,-3.28,-0.33,0.82,6.37,12
15,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.77,-0.43,-0.65,-0.75,-3.30,-0.33,0.29,4.83,12
16,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.74,-3.24,-0.50,0.56,3.35,12
17,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.77,-0.44,-0.64,-0.73,-3.16,-0.50,0.61,0.14,12
18,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.73,-3.14,-0.55,0.37,2.78,12
19,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.72,-3.12,-0.37,0.42,2.76,12
20,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.39,-0.68,-0.72,-3.00,-0.44,0.41,2.60,12
21,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.40,-0.62,-0.76,-3.14,-0.99,0.62,9.79,12
22,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.65,-0.76,-3.34,-0.20,0.24,12.36,12
23,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.42,-0.62,-0.76,-3.25,-0.74,-0.03,8.40,12
24,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.41,-0.65,-0.75,-2.98,-1.95,0.45,14.53,12
25,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.46,-0.61,-0.72,-3.50,-0.40,0.02,9.71,12
26,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.46,-0.63,-0.73,-3.07,-0.57,0.29,7.97,12
27,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.46,-0.63,-0.75,-3.53,-0.37,0.21,14.90,12
28,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.47,-0.62,-0.74,-3.47,-0.60,0.53,10.93,12
29,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.42,-0.68,-0.74,-3.18,-0.24,0.15,6.93,12
30,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.44,-0.63,-0.72,-3.17,-0.87,0.79,11.62,12
31,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.41,-0.66,-0.75,-3.25,-0.26,-0.09,8.44,12
32,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.48,-0.61,-0.75,-3.16,-1.11,0.84,19.31,12
33,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.47,-0.67,-0.73,-3.14,-1.93,0.34,14.94,12
34,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.47,-0.61,-0.73,-3.18,-0.62,0.79,12.22,12
35,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.43,-0.71,-0.74,-3.06,-0.31,0.22,17.52,12
36,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.47,-0.64,-0.74,-3.35,-0.51,0.60,9.89,12
37,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.46,-0.65,-0.76,-3.04,-0.21,0.70,8.69,12
38,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.39,-0.59,-0.73,-2.95,-1.08,0.87,20.75,12
39,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.47,-0.66,-0.73,-3.08,-1.94,0.48,13.84,12
40,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.44,-0.63,-0.74,-3.15,-0.59,0.76,12.61,12
41,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.58,-0.42,-0.64,-0.73,-3.11,-0.28,0.49,7.17,12
42,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.64,-0.75,-3.34,-0.40,0.50,2.88,12
43,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.65,-0.73,-3.18,-0.61,0.49,2.47,12
44,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.44,-0.64,-0.73,-3.14,-0.17,0.92,3.00,12
45,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.41,-0.65,-0.75,-2.90,-0.60,0.37,6.66,12
46,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.42,-0.62,-0.75,-3.33,-0.55,0.28,10.42,12
47,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.67,-0.73,-3.05,-0.42,0.67,5.68,12
48,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.40,-0.62,-0.71,-3.37,-0.40,0.39,0.72,12
49,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.58,-0.41,-0.65,-0.74,-3.31,-0.34,0.53,8.36,12
50,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.41,-0.66,-0.74,-3.17,-0.24,0.37,8.39,12
51,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.44,-0.64,-0.72,-3.27,-1.87,0.73,8.35,12
52,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.42,-0.65,-0.75,-3.12,-0.43,0.36,7.01,12
53,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.41,-0.64,-0.73,-3.15,-0.53,0.62,13.72,12
54,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.41,-0.67,-0.75,-2.95,-0.64,0.09,12.02,12
55,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.44,-0.63,-0.72,-3.43,-0.71,0.31,6.98,12
56,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.40,-0.67,-0.73,-3.05,-0.32,0.30,6.19,12
57,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.45,-0.63,-0.72,-3.27,-0.58,0.18,7.80,12
58,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.48,-0.65,-0.73,-3.25,-0.51,0.63,10.39,12
59,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.43,-0.64,-0.73,-3.27,-0.17,0.14,7.45,12
60,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.42,-0.65,-0.74,-3.11,-0.88,0.83,13.24,12
61,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.42,-0.69,-0.74,-3.16,-0.11,0.40,14.96,12
62,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.42,-0.59,-0.72,-3.24,-0.86,0.45,7.52,12
63,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.44,-0.66,-0.73,-2.89,-0.46,0.25,11.92,12
64,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.44,-0.65,-0.73,-3.19,-0.21,0.65,6.60,12
65,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.45,-0.63,-0.77,-3.19,-0.23,0.69,10.31,12
66,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.43,-0.61,-0.73,-3.13,-0.16,0.07,11.44,12
67,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.46,-0.62,-0.75,-3.12,-0.44,0.54,6.69,12
68,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.77,-0.46,-0.64,-0.76,-3.18,-0.46,0.15,5.00,12
69,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.45,-0.68,-0.75,-3.20,-0.35,0.50,9.58,12
70,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.58,-0.39,-0.61,-0.74,-3.40,-0.89,0.21,7.61,12
71,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.44,-0.64,-0.75,-3.05,-0.48,0.57,6.44,12
72,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.42,-0.67,-0.75,-3.11,-0.15,0.49,11.93,12
73,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.43,-0.64,-0.72,-3.15,-0.94,0.85,9.15,12
74,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.43,-0.66,-0.74,-3.11,1.80,0.14,16.89,12
75,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.47,-0.63,-0.72,-3.35,-0.26,0.86,16.06,12
76,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.62,-0.42,-0.67,-0.74,-3.01,-0.68,0.44,6.65,12
77,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.58,-0.46,-0.64,-0.72,-3.18,-0.15,0.37,7.09,12
78,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.44,-0.66,-0.75,-3.15,-0.31,0.78,17.32,12
79,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.40,-0.65,-0.69,-3.18,-0.72,0.18,1.14,12
80,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.44,-0.65,-0.74,-3.22,-0.85,0.53,6.14,12
81,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.67,-0.42,-0.65,-0.75,-3.11,-0.38,0.30,7.63,12
82,2,1,1,0,0,0,0,0,0,0,0,36.96,24.01,16.72,-0.45,-0.64,-0.74,-2.91,-0.73,0.84,17.69,12
