time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,18.37,-0.44,-0.63,-0.75,-3.27,-0.52,0.44,0.19,289
1,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.66,-0.46,-0.66,-0.74,-3.11,-1.76,0.44,6.79,289
2,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,18.37,-0.46,-0.64,-0.69,-3.17,0.24,0.44,17.61,289
3,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.71,-0.37,-0.67,-0.76,-3.04,-0.61,0.31,12.01,289
4,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.66,-0.43,-0.63,-0.75,-3.04,-0.42,0.40,12.87,289
5,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,18.37,-0.42,-0.65,-0.72,-3.24,-0.41,0.69,10.05,289
6,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.61,-0.44,-0.63,-0.71,-3.34,1.92,0.67,15.37,289
7,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.61,-0.44,-0.62,-0.72,-3.20,-0.48,0.09,16.02,289
8,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.71,-0.40,-0.65,-0.73,-3.21,-1.15,0.49,10.97,289
9,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,16.95,-0.42,-0.64,-0.73,-2.89,-0.92,0.66,8.31,289
10,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.52,-0.48,-0.65,-0.75,-3.06,0.11,0.72,9.88,289
11,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.66,-0.44,-0.64,-0.74,-3.21,-0.31,0.40,9.13,289
12,2,1,1,0,0,0,0,1,0,0,0,35.01,24.01,17.61,-0.44,-0.64,-0.73,-3.08,-0.36,0.30,3.17,289
