time,rotary,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,sht21hum,sht21temp,mputemp,ax,ay,az,gx,gy,gz,shake,s0
0,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.31,0.79,-0.61,-3.11,-0.34,0.43,0.13,29
1,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.30,0.80,-0.61,-3.05,-0.46,0.36,1.21,29
2,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.27,0.79,-0.59,-3.05,-0.54,0.76,11.51,29
3,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.88,-0.26,0.77,-0.57,-2.72,-1.95,0.40,10.37,29
4,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.36,0.76,-0.60,-3.15,-0.80,1.14,14.28,29
5,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.88,-0.30,0.78,-0.60,-3.17,-0.55,0.53,17.85,29
6,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.88,-0.29,0.81,-0.59,-3.38,-0.58,0.40,9.89,29
7,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.93,-0.31,0.81,-0.59,-3.05,-0.37,0.60,7.48,29
8,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.31,0.79,-0.59,-3.37,-0.79,0.90,5.76,29
9,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.98,-0.32,0.77,-0.60,-3.35,-0.80,0.11,8.34,29
10,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.93,-0.29,0.81,-0.60,-2.98,-0.32,0.51,7.42,29
11,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.79,-0.28,0.80,-0.61,-3.15,-0.11,-1.66,9.04,29
12,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.88,-0.31,0.79,-0.62,-3.21,-0.47,0.47,11.77,29
13,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.79,-0.31,0.79,-0.61,-3.13,-0.47,0.55,2.39,29
14,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.88,-0.33,0.81,-0.62,-3.24,-0.47,0.45,2.63,29
15,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.79,-0.31,0.78,-0.61,-3.10,-0.35,0.44,1.89,29
16,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.31,0.79,-0.62,-3.09,-0.44,0.38,2.40,29
17,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.30,0.79,-0.59,-3.38,-0.27,0.63,2.85,29
18,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.26,0.79,-0.58,-3.22,-0.47,0.77,6.86,29
19,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.34,0.79,-0.63,-2.66,-0.47,0.59,0.88,29
20,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.79,-0.36,0.78,-0.62,-2.84,-0.56,0.38,6.77,29
21,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.84,-0.28,0.78,-0.64,-3.34,-0.18,0.50,7.96,29
22,18,1,0,1,0,0,0,0,0,0,0,39.89,21.31,14.79,-0.31,0.82,-0.62,-3.21,-1.02,0.09,10.98,29
